scientific_name,latitude,longitude,observed_on,provider
Vanessa cardui,36.492007,-121.177573,2014-03-22,iNat
Celastrina echo,37.3325583333,-122.1000833333,2014-03-13,iNat
Vanessa cardui,34.425903,-119.807203,2013-11-01,iNat
Celastrina echo,33.097889,-116.666758,2014-03-23,iNat
Vanessa cardui,32.595938,-116.84391,2014-03-22,iNat
Vanessa cardui,32.221743,-110.926479,2013-03-01,iNat
Colias eurytheme,37.7927066667,-122.459295,2014-03-26,iNat
Vanessa cardui,36.087541,-119.562277,2014-03-27,iNat
Celastrina echo,37.619102,-122.453801,2014-03-28,iNat
Celastrina echo,37.452794,-122.294366,2014-03-28,iNat
Vanessa cardui,38.768138,-121.1156,2014-03-28,iNat
Celastrina echo,38.935977,-121.02372,2014-03-28,iNat
Vanessa cardui,34.063305,-118.006415,2014-03-28,iNat
Polygonia gracilis,35.271691,-106.475372,2014-03-29,iNat
Celastrina echo,37.379502,-122.374949,2014-03-30,iNat
Aglais milberti,43.727887,-103.537063,2009-07-23,iNat
Vanessa cardui,37.890136,-122.22564,2014-03-30,iNat
Vanessa cardui,37.908721,-121.936483,2014-03-30,iNat
Celastrina echo,37.860718,-122.536,2014-03-28,iNat
Vanessa cardui,37.7438883333,-122.411835,2014-04-02,iNat
Vanessa cardui,37.87006876,-121.92318122,2014-03-22,iNat
Vanessa cardui,34.124968,-118.271406,2014-03-24,iNat
Vanessa cardui,34.14367,-118.291275,2014-03-12,iNat
Celastrina echo,37.937846,-122.698075,2014-04-05,iNat
Celastrina echo,38.912905,-121.030931,2014-04-05,iNat
Vanessa cardui,38.052985,-122.841825,2014-04-05,iNat
Vanessa cardui,38.052985,-122.841825,2014-04-05,iNat
Celastrina echo,38.034698,-122.814388,2014-04-05,iNat
Celastrina echo,37.456464,-122.381773,2014-04-06,iNat
Celastrina echo,37.4585416667,-122.3855283333,2014-04-06,iNat
Vanessa cardui,37.73482919,-122.08404176,2014-04-06,iNat
Vanessa cardui,35.23145,-120.872092,2014-04-07,iNat
Vanessa cardui,37.336155,-121.8832166667,2014-04-08,iNat
Vanessa cardui,38.4124966667,-122.1005471667,2014-04-10,iNat
Vanessa cardui,38.120566,-122.561441,2014-04-08,iNat
Celastrina echo,37.185485,-122.339115,2014-04-12,iNat
Vanessa cardui,34.41922,-119.795297,2014-04-12,iNat
Celastrina echo,37.666225,-122.418723,2014-04-13,iNat
Vanessa cardui,37.8866444444,-121.9107305556,2014-04-12,iNat
Vanessa cardui,37.765097,-122.439162,2014-04-15,iNat
Celastrina echo,37.892767,-122.242451,2014-04-16,iNat
Celastrina echo,44.026913,-123.038478,2014-04-11,iNat
Vanessa cardui,37.085855,-122.063773,2014-04-16,iNat
Celastrina echo,37.17574,-122.353406,2014-04-16,iNat
Colias eurytheme,36.108622,-115.024672,2011-08-16,iNat
Vanessa cardui,36.090887,-114.976433,2013-10-03,iNat
Vanessa cardui,37.150689,-121.782152,2014-04-18,iNat
Vanessa cardui,37.715097,-122.377481,2014-04-20,iNat
Vanessa cardui,38.329491,-121.707594,2014-04-12,iNat
Vanessa cardui,37.90936,-122.264896,2014-04-20,iNat
Celastrina echo,37.909181,-122.264807,2014-04-20,iNat
Vanessa cardui,38.688994,-122.794876,2014-04-19,iNat
Vanessa cardui,36.4835916667,-121.1666716667,2014-04-21,iNat
Vanessa cardui,38.091605,-122.743622,2014-04-18,iNat
Vanessa cardui,37.881806,-121.912763,2014-04-19,iNat
Vanessa cardui,37.851297,-121.935587,2014-04-19,iNat
Vanessa cardui,38.646044,-120.597272,2014-04-20,iNat
Vanessa cardui,34.241394,-118.550616,2014-04-17,iNat
Vanessa cardui,38.561858,-121.39575,2014-04-23,iNat
Celastrina echo,37.456561,-122.381592,2014-04-26,iNat
Vanessa cardui,37.456561,-122.381592,2014-04-26,iNat
Celastrina echo,37.453603,-122.389584,2014-04-26,iNat
Vanessa cardui,37.453603,-122.389584,2014-04-26,iNat
Vanessa cardui,34.2696241498,-117.0855203485,2014-04-25,iNat
Vanessa cardui,38.057042,-122.733053,2014-04-24,iNat
Vanessa cardui,37.349213,-122.231355,2014-04-28,iNat
Vanessa cardui,37.315114,-122.062352,2014-04-24,iNat
Colias eurytheme,38.472037,-122.57369,2014-04-28,iNat
Vanessa cardui,37.177293,-121.68383,2014-04-28,iNat
Vanessa cardui,34.734905,-118.39601,2014-04-28,iNat
Vanessa cardui,37.698219,-122.439365,2014-04-29,iNat
Vanessa cardui,37.439798,-121.961891,2014-04-29,iNat
Vanessa cardui,37.874074,-122.250624,2014-05-01,iNat
Vanessa cardui,34.5858179524,-118.2103318235,2014-04-30,iNat
Vanessa cardui,37.873956,-122.250243,2014-05-01,iNat
Vanessa cardui,37.873956,-122.250243,2014-05-01,iNat
Vanessa cardui,34.2371666667,-118.6773333333,2014-05-02,iNat
Vanessa cardui,35.320489,-120.842476,2014-05-02,iNat
Vanessa cardui,37.756186,-122.471912,2014-05-04,iNat
Colias eurytheme,38.604811,-122.780599,2014-05-03,iNat
Vanessa cardui,37.7565,-122.471681,2014-05-04,iNat
Vanessa cardui,32.893005,-117.242059,2014-04-29,iNat
Vanessa cardui,37.717171,-122.466653,2014-05-07,iNat
Vanessa cardui,34.101247,-118.013842,2014-05-03,iNat
Vanessa cardui,37.874097,-122.248691,2014-05-01,iNat
Vanessa cardui,37.181621,-121.527693,2014-05-03,iNat
Vanessa cardui,38.559727,-121.418625,2014-05-06,iNat
Vanessa cardui,33.880545,-117.321759,2014-05-06,iNat
Colias eurytheme,38.593722,-122.57684,2014-05-09,iNat
Vanessa cardui,37.466335,-122.282792,2014-05-10,iNat
Vanessa cardui,37.177278,-121.559429,2014-05-11,iNat
Vanessa cardui,34.142927,-118.053388,2014-04-19,iNat
Celastrina echo,38.19857,-120.33822,2014-05-11,iNat
Vanessa cardui,34.535934,-120.052335,2014-05-11,iNat
Celastrina echo,36.117814,-121.461362,2014-05-11,iNat
Vanessa cardui,38.19035,-120.34308,2014-05-11,iNat
Colias eurytheme,38.481797,-122.573095,2014-05-12,iNat
Vanessa cardui,37.246889,-121.9363,2014-05-14,iNat
Celastrina echo,37.996325,-122.6657,2013-05-29,iNat
Colias eurytheme,37.542765,-121.573194,2005-05-21,iNat
Vanessa cardui,37.971782,-121.861398,2013-05-04,iNat
Vanessa cardui,34.279267,-118.898223,2014-05-14,iNat
Celastrina echo,37.3427707261,-121.6422596832,2014-05-21,iNat
Vanessa cardui,40.766135,-111.824212,2014-05-20,iNat
Celastrina echo,37.4696216667,-122.3131716667,2014-05-22,iNat
Celastrina echo,37.087499,-122.065232,2014-05-22,iNat
Colias eurytheme,38.6771466667,-121.0683583333,2014-05-14,iNat
Vanessa cardui,36.8163394121,-122.1116867311,2014-05-23,iNat
Celastrina echo,37.455102,-122.378683,2014-05-25,iNat
Celastrina echo,38.8758,-120.080395,2014-05-25,iNat
Celastrina echo,36.178985,-121.689485,2014-05-25,iNat
Colias eurytheme,38.612939,-122.786154,2014-05-26,iNat
Celastrina echo,37.732991,-122.419909,2014-05-26,iNat
Vanessa cardui,37.732991,-122.419909,2014-05-26,iNat
Vanessa cardui,35.1983333333,-115.8631666667,2014-04-28,iNat
Celastrina echo,39.368092,-120.286566,2014-05-28,iNat
Celastrina echo,39.367276,-120.285375,2014-05-28,iNat
Polygonia gracilis,39.371512,-120.269574,2014-05-28,iNat
Colias eurytheme,38.068528,-122.192688,2014-05-14,iNat
Celastrina echo,35.88041,-118.670159,2014-05-27,iNat
Vanessa cardui,37.944278,-122.13391,2014-05-30,iNat
Vanessa cardui,37.944417,-122.133894,2014-05-30,iNat
Colias eurytheme,38.7328113889,-121.2470330556,2014-05-30,iNat
Colias eurytheme,38.207275,-122.513996,2014-05-31,iNat
Celastrina echo,37.811464,-122.371319,2014-05-31,iNat
Celastrina echo,37.811515,-122.371298,2014-05-31,iNat
Vanessa cardui,38.206711,-122.516887,2014-05-31,iNat
Colias eurytheme,39.484904,-120.361317,2014-05-31,iNat
Vanessa cardui,35.454238,-120.868192,2014-06-01,iNat
Celastrina echo,37.693061,-122.4515,2014-05-31,iNat
Vanessa cardui,40.859733,-124.095125,2014-05-16,iNat
Vanessa cardui,38.457734,-122.663245,2014-06-02,iNat
Vanessa cardui,38.180342,-122.276459,2014-05-14,iNat
Vanessa cardui,37.8282300295,-122.2275348097,2014-06-03,iNat
Aglais milberti,41.601283,-121.588505,2009-08-21,iNat
Boloria epithore,37.746015,-119.796724,2014-05-30,iNat
Vanessa cardui,37.813954,-119.866719,2014-05-30,iNat
Colias eurytheme,37.755855,-119.800158,2014-05-30,iNat
Celastrina echo,38.472121,-122.573733,2014-06-06,iNat
Celastrina echo,36.9323032851,-122.064128346,2014-06-06,iNat
Colias eurytheme,38.886013,-122.780627,2014-06-07,iNat
Vanessa cardui,37.88724,-121.9088533333,2014-06-07,iNat
Colias eurytheme,37.359276,-122.179626,2014-06-07,iNat
Celastrina echo,39.316702,-120.319223,2014-06-07,iNat
Colias eurytheme,37.359652,-122.178311,2014-06-07,iNat
Vanessa cardui,39.4219333333,-122.1848305556,2014-06-03,iNat
Colias eurytheme,37.896666,-121.874428,2014-06-10,iNat
Celastrina echo,37.456561,-122.381592,2014-06-11,iNat
Celastrina echo,37.529859,-122.353685,2014-06-11,iNat
Colias eurytheme,38.607816,-122.784233,2014-06-13,iNat
Colias eurytheme,37.8701366667,-122.224755,2014-06-13,iNat
Erebia epipsodea,47.141249,-112.446007,2014-06-07,iNat
Vanessa cardui,37.813852,-122.16615,2014-06-13,iNat
Vanessa cardui,37.996451,-121.651611,2014-04-17,iNat
Celastrina echo,40.871748,-121.886337,2014-06-09,iNat
Vanessa cardui,38.485322,-123.078973,2014-06-12,iNat
Celastrina echo,38.440918,-122.84307,2014-06-18,iNat
Lycaena heteronea,37.8411966667,-122.551095,2014-06-19,iNat
Colias eurytheme,38.126674,-122.188518,2014-06-19,iNat
Vanessa cardui,37.936578,-122.699494,2014-06-17,iNat
Polygonia gracilis,37.753645,-119.798591,2014-06-19,iNat
Boloria epithore,37.753645,-119.798591,2014-06-19,iNat
Boloria epithore,39.619722,-120.5875,2014-06-20,iNat
Boloria epithore,39.6624,-120.552159,2014-06-22,iNat
Vanessa cardui,39.6519283333,-120.5399383333,2014-06-21,iNat
Polygonia gracilis,39.6161916667,-120.4908833333,2014-06-20,iNat
Vanessa cardui,39.61645,-120.49122,2014-06-20,iNat
Colias eurytheme,32.686776,-116.524429,2014-06-22,iNat
Vanessa cardui,36.993544,-121.921476,2014-06-24,iNat
Celastrina echo,35.843852,-105.675383,2014-05-30,iNat
Colias eurytheme,32.637929,-116.636009,2014-06-22,iNat
Colias eurytheme,32.687903,-116.524601,2014-06-22,iNat
Celastrina echo,37.276382,-122.296578,2014-06-28,iNat
Celastrina echo,37.804615,-122.469443,2014-06-30,iNat
Celastrina echo,39.584656,-120.164852,2014-06-23,iNat
Aglais milberti,48.518777,-121.601045,2014-07-01,iNat
Vanessa cardui,37.455855,-122.248812,2012-04-12,iNat
Celastrina echo,39.6166533333,-120.4903166667,2014-06-22,iNat
Colias eurytheme,39.6166533333,-120.4903166667,2014-06-22,iNat
Boloria epithore,39.6166533333,-120.4903166667,2014-06-22,iNat
Vanessa cardui,39.6166533333,-120.4903166667,2014-06-22,iNat
Vanessa cardui,36.993482,-121.92188,2014-07-02,iNat
Vanessa cardui,40.614589,-122.52099,2014-05-19,iNat
Celastrina echo,39.5954766667,-120.5012233333,2014-06-24,iNat
Vanessa cardui,37.510831,-122.504742,2014-07-03,iNat
Vanessa cardui,41.986809,-120.175061,2014-06-29,iNat
Aglais milberti,41.988715,-120.229526,2014-06-29,iNat
Polygonia gracilis,46.897494,-121.672267,2014-07-10,iNat
Ochlodes sylvanoides,34.145468,-117.708335,2014-07-09,iNat
Vanessa cardui,47.667838,-117.401506,2014-07-16,iNat
Plebejus anna,35.976878,-118.596264,2014-06-29,iNat
Plebejus anna,35.979096,-118.594082,2014-06-29,iNat
Boloria epithore,36.095596,-118.482159,2014-06-29,iNat
Boloria epithore,36.095596,-118.482159,2014-06-29,iNat
Boloria epithore,36.095596,-118.482159,2014-06-29,iNat
Vanessa cardui,35.689674,-118.572347,2014-06-28,iNat
Vanessa cardui,35.706896,-118.560643,2014-06-28,iNat
Celastrina echo,35.732779,-118.549815,2014-06-28,iNat
Vanessa cardui,36.99117,-121.92216,2014-07-17,iNat
Vanessa cardui,37.6746416667,-122.4064116667,2014-07-18,iNat
Vanessa cardui,37.7512466667,-122.4471666667,2014-07-19,iNat
Plebejus anna,38.834205,-120.0438305,2014-07-20,iNat
Colias eurytheme,38.8110716667,-120.1233833333,2014-07-21,iNat
Ochlodes sylvanoides,38.60244,-122.73631,2014-07-22,iNat
Plebejus anna,37.7663166667,-119.7737116667,2014-07-17,iNat
Lycaena mariposa,37.850467,-119.659876,2014-07-17,iNat
Plebejus anna,37.743435,-119.02751,2014-07-18,iNat
Boloria epithore,42.23678,-123.8,2014-07-05,iNat
Boloria epithore,42.23678,-123.8,2014-07-05,iNat
Lycaena heteronea,37.954403,-119.227402,2014-07-26,iNat
Speyeria cybele,47.729872,-117.159556,2014-07-25,iNat
Speyeria cybele,47.729722,-117.156203,2014-07-25,iNat
Colias eurytheme,32.026524,-102.102782,2014-07-19,iNat
Vanessa cardui,37.769329,-122.439741,2014-07-27,iNat
Speyeria cybele,45.987547,-113.184065,2014-07-19,iNat
Ochlodes sylvanoides,38.57933,-122.70525,2014-07-22,iNat
Aglais milberti,40.394411,-105.689163,2014-07-01,iNat
Vanessa cardui,37.769868,-122.462992,2014-07-27,iNat
Vanessa cardui,33.992662,-117.15377,2014-03-19,iNat
Ochlodes sylvanoides,37.7420783333,-122.4133133333,2014-07-31,iNat
Vanessa cardui,38.52225,-100.58095,2014-08-02,iNat
Colias eurytheme,38.522518,-100.580692,2014-08-02,iNat
Ochlodes sylvanoides,37.115431,-122.268734,2014-08-02,iNat
Ochlodes sylvanoides,47.664375,-117.402845,2014-08-06,iNat
Aglais milberti,48.728449,-113.437888,2014-06-25,iNat
Erebia epipsodea,48.728449,-113.437888,2014-06-25,iNat
Vanessa cardui,37.7649466667,-122.43882,2014-08-06,iNat
Plebejus anna,48.900629,-121.01669,2014-08-06,iNat
Plebejus anna,48.900585,-121.022279,2014-08-06,iNat
Vanessa cardui,48.911274,-121.015907,2014-08-06,iNat
Lycaena mariposa,48.900143,-121.019438,2014-08-06,iNat
Vanessa cardui,39.323915,-118.702307,2014-08-07,iNat
Vanessa cardui,38.25427378,-122.96383209,2014-08-08,iNat
Ochlodes sylvanoides,40.445463,-118.120695,2014-08-08,iNat
Lycaena heteronea,38.554777,-107.686824,2014-07-30,iNat
Ochlodes sylvanoides,37.118075,-122.312157,2014-08-09,iNat
Colias eurytheme,32.847794,-116.860849,2014-08-09,iNat
Ochlodes sylvanoides,38.536854,-107.704811,2014-07-30,iNat
Aglais milberti,40.481334,-111.031277,2014-08-11,iNat
Colias eurytheme,32.885469,-116.50074,2014-08-09,iNat
Colias eurytheme,32.885469,-116.50074,2014-08-09,iNat
Vanessa cardui,33.716903,-118.315008,2014-08-12,iNat
Vanessa cardui,32.976558,-116.581598,2014-08-09,iNat
Colias eurytheme,32.873388,-116.507435,2014-08-09,iNat
Eurema mexicana,32.41882,-110.7106083333,2014-08-10,iNat
Boloria epithore,48.4687,-121.0559916667,2014-08-08,iNat
Lycaena heteronea,48.571545,-120.8470466667,2014-08-09,iNat
Boloria epithore,48.5720883333,-120.8493116667,2014-08-09,iNat
Lycaena mariposa,48.5715783333,-120.847205,2014-08-09,iNat
Boloria epithore,48.468709,-121.05591,2014-08-08,iNat
Plebejus anna,48.511413,-120.743684,2014-08-09,iNat
Lycaena heteronea,48.508974,-120.759184,2014-08-09,iNat
Lycaena mariposa,48.509129,-120.759608,2014-08-09,iNat
Colias eurytheme,48.501429,-120.751772,2014-08-09,iNat
Vanessa cardui,37.313366,-122.188263,2014-08-10,iNat
Ochlodes sylvanoides,45.588104826,-122.0056936897,2014-08-13,iNat
Ochlodes sylvanoides,37.280882,-122.151178,2014-08-13,iNat
Ochlodes sylvanoides,38.873841,-104.886664,2014-08-14,iNat
Ochlodes sylvanoides,45.382115,-122.832799,2014-08-14,iNat
Colias eurytheme,32.983842,-116.581216,2014-08-09,iNat
Colias eurytheme,32.976558,-116.581598,2014-08-09,iNat
Colias eurytheme,32.976558,-116.581598,2014-08-09,iNat
Polygonia gracilis,35.200814,-106.437163,2014-08-11,iNat
Ochlodes sylvanoides,46.510094,-122.929357,2014-08-16,iNat
Colias eurytheme,37.124167,-101.79,2014-08-16,iNat
Celastrina echo,32.4274,-110.7563033333,2014-08-12,iNat
Polygonia gracilis,39.111453,-120.183134,2014-08-18,iNat
Ochlodes sylvanoides,38.046814,-122.852002,2014-08-15,iNat
Boloria epithore,47.959123,-123.269176,2014-07-14,iNat
Vanessa cardui,37.8381466667,-122.3010783333,2014-08-19,iNat
Ochlodes sylvanoides,36.911627,-121.804302,2014-08-19,iNat
Speyeria cybele,38.519369,-107.62843,2014-07-23,iNat
Colias eurytheme,38.526212,-107.650352,2014-07-23,iNat
Ochlodes sylvanoides,37.359276,-122.179626,2014-08-21,iNat
Ochlodes sylvanoides,37.262714,-122.404251,2014-08-22,iNat
Ochlodes sylvanoides,37.262714,-122.404251,2014-08-22,iNat
Ochlodes sylvanoides,37.256897,-122.395916,2014-08-22,iNat
Vanessa cardui,37.847372,-122.230043,2014-08-23,iNat
Ochlodes sylvanoides,38.216072,-122.660239,2014-08-23,iNat
Vanessa cardui,37.905425,-118.991547,2014-05-04,iNat
Vanessa cardui,38.162598,-119.1485,2014-05-04,iNat
Ochlodes sylvanoides,47.663277,-122.429473,2014-08-23,iNat
Vanessa cardui,37.448287,-122.103565,2014-08-23,iNat
Vanessa cardui,37.449241,-122.102965,2014-08-23,iNat
Ochlodes sylvanoides,37.313366,-122.188263,2014-08-24,iNat
Ochlodes sylvanoides,37.313366,-122.188263,2014-08-24,iNat
Ochlodes sylvanoides,37.313366,-122.188263,2014-08-24,iNat
Vanessa cardui,37.124167,-101.79,2014-08-16,iNat
Ochlodes sylvanoides,37.34787,-121.7191783333,2014-08-24,iNat
Ochlodes sylvanoides,37.347987,-121.719262,2014-08-24,iNat
Ochlodes sylvanoides,37.344672,-121.718712,2014-08-24,iNat
Libytheana carinenta,32.480866,-111.089994,2014-08-25,iNat
Ochlodes sylvanoides,37.342706,-121.713413,2014-08-24,iNat
Ochlodes sylvanoides,37.440178,-122.148587,2014-08-26,iNat
Ochlodes sylvanoides,47.322222,-114.211667,2014-08-26,iNat
Colias eurytheme,47.609075,-116.644348,2014-08-25,iNat
Polygonia gracilis,47.472663,-115.809631,2014-08-25,iNat
Ochlodes sylvanoides,45.548682,-122.616191,2014-08-28,iNat
Ochlodes sylvanoides,37.9128583333,-122.6168666667,2014-08-28,iNat
Vanessa cardui,37.933099,-122.646148,2014-08-28,iNat
Vanessa cardui,38.05692,-122.735658,2014-04-24,iNat
Ochlodes sylvanoides,37.313695,-122.1891466667,2014-08-29,iNat
Ochlodes sylvanoides,37.362609,-122.177054,2014-08-29,iNat
Ochlodes sylvanoides,37.363177,-122.175856,2014-08-29,iNat
Ochlodes sylvanoides,37.363177,-122.175856,2014-08-29,iNat
Ochlodes sylvanoides,37.308309,-122.174311,2014-08-29,iNat
Ochlodes sylvanoides,37.359276,-122.179626,2014-08-29,iNat
Ochlodes sylvanoides,37.359276,-122.179626,2014-08-29,iNat
Ochlodes sylvanoides,37.359276,-122.179626,2014-08-29,iNat
Ochlodes sylvanoides,37.26016,-122.398634,2014-08-28,iNat
Ochlodes sylvanoides,37.380866,-122.374563,2014-08-28,iNat
Vanessa cardui,31.820398,-116.602707,2013-10-20,iNat
Celastrina echo,40.434142,-111.671821,2014-05-17,iNat
Eurema mexicana,31.449084,-110.306682,2014-08-11,iNat
Aglais milberti,46.759049,-121.646829,2005-06-24,iNat
Polygonia gracilis,40.598793,-111.5944,2014-09-04,iNat
Vanessa cardui,34.770688,-118.747495,2014-02-22,iNat
Ochlodes sylvanoides,47.668638,-116.778187,2014-09-01,iNat
Ochlodes sylvanoides,37.8169583333,-122.1789383333,2014-09-06,iNat
Libytheana carinenta,31.562099,-111.043225,2014-08-23,iNat
Libytheana carinenta,31.562099,-111.043225,2014-08-23,iNat
Ochlodes sylvanoides,38.613157,-122.783922,2014-09-07,iNat
Ochlodes sylvanoides,37.313101,-122.188311,2014-09-04,iNat
Ochlodes sylvanoides,37.118535,-122.312075,2014-09-07,iNat
Ochlodes sylvanoides,37.448663,-122.397952,2014-09-02,iNat
Ochlodes sylvanoides,37.846935,-122.547941,2014-09-07,iNat
Aglais milberti,36.5557,-105.4291,2014-09-02,iNat
Polygonia gracilis,42.948573,-122.049039,2014-09-08,iNat
Aglais milberti,40.598899,-111.594872,2014-09-04,iNat
Vanessa cardui,32.789797,-115.518385,2014-08-30,iNat
Ochlodes sylvanoides,38.454623,-122.666316,2014-09-12,iNat
Ochlodes sylvanoides,47.644413,-117.418498,2014-09-06,iNat
Ochlodes sylvanoides,37.828141,-122.499163,2014-09-14,iNat
Colias eurytheme,32.917062,-114.985657,2014-08-31,iNat
Ochlodes sylvanoides,38.6133783333,-122.7854216667,2014-09-14,iNat
Ochlodes sylvanoides,38.613305,-122.785306,2014-09-14,iNat
Libytheana carinenta,31.562122,-111.046876,2014-08-23,iNat
Colias eurytheme,31.562122,-111.046876,2014-08-23,iNat
Ochlodes sylvanoides,37.516125,-121.831341,2014-09-15,iNat
Ochlodes sylvanoides,37.07644,-121.46518,2014-09-17,iNat
Ochlodes sylvanoides,37.351837,-122.250366,2014-09-19,iNat
Vanessa cardui,36.149173,-115.433564,2014-09-19,iNat
Vanessa cardui,36.139192,-115.433736,2014-09-19,iNat
Colias eurytheme,36.139192,-115.433736,2014-09-19,iNat
Ochlodes sylvanoides,38.61319,-122.783815,2014-09-20,iNat
Vanessa cardui,32.587899,-116.867065,2008-03-08,iNat
Colias eurytheme,32.849019,-112.29332,2014-08-26,iNat
Vanessa cardui,36.146873,-115.418721,2014-08-21,iNat
Vanessa cardui,47.634627,-117.41192,2014-09-17,iNat
Colias eurytheme,32.915738,-114.987279,2014-08-31,iNat
Vanessa cardui,33.665782,-117.940893,2008-03-04,iNat
Ochlodes sylvanoides,38.612302,-122.784083,2014-09-24,iNat
Ochlodes sylvanoides,38.639159,-122.935628,2014-09-27,iNat
Ochlodes sylvanoides,37.2755083333,-122.2924138889,2014-09-26,iNat
Vanessa cardui,33.867769,-118.19169,2014-09-28,iNat
Vanessa cardui,36.147643,-115.489027,2013-10-17,iNat
Vanessa cardui,37.823395,-122.302925,2014-09-28,iNat
Plebejus anna,46.853704,-121.75895,2014-09-20,iNat
Lycaena mariposa,46.853704,-121.75895,2014-09-20,iNat
Ochlodes sylvanoides,46.853704,-121.75895,2014-09-20,iNat
Vanessa cardui,37.73834,-122.373244,2014-09-30,iNat
Ochlodes sylvanoides,44.624264,-124.062789,2014-09-05,iNat
Vanessa cardui,32.544353,-117.123013,2014-09-13,iNat
Vanessa cardui,34.347201,-117.911818,2014-10-02,iNat
Vanessa cardui,34.326595,-118.005674,2014-10-02,iNat
Vanessa cardui,37.773278,-122.472208,2014-10-02,iNat
Lycaena mariposa,44.284361,-115.080447,2014-08-03,iNat
Ochlodes sylvanoides,32.9613,-116.5746,2014-09-27,iNat
Ochlodes sylvanoides,37.687433,-122.436361,2014-10-06,iNat
Aglais milberti,47.647516,-117.418541,2014-06-08,iNat
Colias eurytheme,37.0935274738,-121.5589495104,2014-10-08,iNat
Vanessa cardui,36.957265,-122.061925,2014-10-08,iNat
Colias eurytheme,37.8061256409,-122.4775161743,2014-10-09,iNat
Vanessa cardui,38.448709,-122.703831,2014-09-23,iNat
Vanessa cardui,37.91301,-122.616708,2014-10-12,iNat
